Id,Prediction
316,2338374.31011094
317,4666899.040155
318,4893813.34239615
319,3521931.31847787
320,3970954.15505613
321,3128825.31835061
322,4577286.09485074
323,4783562.12371768
324,4084288.78852842
325,3184288.63237649
326,4773258.61126668
327,4944774.27978183
328,5001606.49287348
329,6667313.8253292
330,2715917.36501607
331,5275249.97196575
332,4710355.52105083
333,5663605.79872158
334,5717561.95214725
335,4636968.59872728
336,3404284.84234723
337,4417516.09826207
338,3590116.28474215
339,3053414.67300824
340,4312116.32425755
341,4712407.94040658
342,4607555.42607515
343,4838422.55766084
344,4310145.83726341
345,4419373.36000626
346,3599701.97179389
347,5398481.65918226
348,2720490.12431427
349,4461918.88529055
350,4340550.31232009
351,4530559.05978145
352,5537612.85311424
353,3457871.59652264
354,4145863.06559621
355,3678418.2449244
356,4798200.91875715
357,4724647.07251862
358,4675682.07481529
359,4836857.38348999
360,4589591.63170213
361,4179318.86043087
362,4372724.9582993
363,4625870.388574
364,4798724.02139633
365,3396249.10937885
366,2639778.87724366
367,3844386.70695722
368,4098365.96784867
369,6146342.18830942
370,4470393.22160237
371,4741470.10873201
372,4480955.31941736
373,5313096.26470662
374,3419126.9558284
375,5203237.21667898
376,3420771.62859332
377,3013503.37961263
378,5521766.92290155
379,4807823.95016509
380,4966601.65286969
381,4104136.19971521
382,3219241.89586328
383,4380458.54150617
384,3703661.21964104
385,5857682.39839594
386,3272207.99020821
387,5471100.47816613
388,4979683.0367643
389,4167681.18746203
390,5001399.69119516
391,3213177.13965672
392,3014194.16904068
393,4096138.3109474
394,6657086.37249974
395,2875856.00953612
396,6027303.94488711
397,5093418.30424584
398,4925938.13989529
399,5331029.60793304
400,3409715.45511321
401,3739401.71112087
402,3243525.13416966
403,4308444.92524082
404,3988072.75923735
405,4885666.04055549
406,4684758.80860448
407,4869855.11666419
408,2645230.47207266
409,4271330.70699428
410,3585246.63691713
411,3486165.52702425
412,4203334.11456205
413,4755233.49315684
414,5015219.8685076
415,3514902.3294553
416,6260397.50095174
417,2704188.46847342
418,4540059.34605195
419,2839927.40435026
420,4462686.09670284
421,5599090.1711603
422,4963498.79984572
423,3898573.95208132
424,4877300.66218083
425,4764042.70164268
426,5170756.21704776
427,3541396.57594291
428,4763919.67199366
429,3276941.89060911
430,3822201.04995762
431,3671962.10636309
432,2611159.60768781
433,4291318.71500581
434,3533780.75985999
435,4597440.58536899
436,3072801.1448861
437,3542865.52316805
438,2702748.6926583
439,5889088.20702281
440,5403166.02399716
441,4772190.98151088
442,3959959.3465901
443,4340460.7930281
444,4076614.94518804
445,5327245.64182339
446,7001189.93168361
447,4456917.26317017
448,5033587.50257097
449,6709164.25469666
450,5581119.68822693
451,3896539.08794364
452,3184621.47931184
453,4917031.66483818
454,4408622.98616101
455,3579385.96187154
456,2990005.90915636
457,3997266.80811705
458,4385284.67329411
459,3394002.35886492
460,4751392.33552904
461,4787443.7981971
462,4692902.86549052
463,2743347.59189584
464,4927546.89777034
465,4088404.56973457
466,4596653.01334181
467,3717972.09593461
468,3776361.91635462
469,4348258.08596497
470,4124360.5113371
471,5504396.33511912
472,3560740.26893187
473,4922073.67766787
474,4597139.92367024
475,4732810.17027657
476,4014731.23958922
477,4149433.19974806
478,4536781.8308956
479,4537881.59301538
480,3255746.22064961
481,6399553.15308759
482,3124816.65174793
483,4470583.69447924
484,5685574.2776074
485,3614135.33173458
486,4735144.26750802
487,5464097.34487479
488,4523179.38785187
489,4335697.97463053
490,5001661.40946196
491,3693323.36586105
492,4891187.00294157
493,4940713.74793971
494,4196245.9121347
495,4402932.77849791
496,5101883.9789522
497,3684895.01754642
498,4176628.79917387
499,4614473.89000691
500,4416816.80391398
501,2720900.07396636
502,4004062.04230175
503,6227863.94463379
504,2945680.34349238
505,4905020.97668647
506,3190103.88302705
507,4595753.39649321
508,3212478.16213462
509,4848770.6196644
510,4910179.06665926
511,5195462.2342113
512,2626250.85065433
513,4647650.37114895
514,3764779.68742358
515,2750216.64242738
516,3309912.23570218
517,4296520.09829307
518,4652223.33707042
519,4677129.96693809
520,3433105.85218524
521,4660587.554071
522,6854282.50572564
523,4428814.5228707
524,3763083.83655832
525,4385672.35038702
526,2503228.46742342
527,4760838.28686883
528,5475168.78389713
529,5375783.2264027
530,4125852.90456573
531,3325127.31861421
532,4816324.76919129
533,4119368.28597066
534,4819148.5072381
535,4134979.25140911
536,4398080.8106856
537,3341860.60867853
538,4137710.6547043
539,4276617.35650518
540,4588172.72232307
541,2895106.91043396
542,3260296.11218739
543,3780489.80122411
544,4466737.68914978
545,4540061.63300262
546,2967712.53816866
547,4114712.36125411
548,3727507.73943195
549,4273669.67121217
550,4426607.91792271
551,3549128.13200935
552,3568670.32822664
553,4639248.03857014
554,4991924.96238642
555,4538396.92078629
556,3447354.72777469
557,4386730.26863909
558,3622443.75247299
559,4763651.90707006
560,4904629.71918804
561,5407349.07962419
562,2824055.9102395
563,4631580.53453614
564,2820947.67820004
565,4445574.4434583
566,3513432.92971244
567,4287919.45475395
568,4276837.668179
569,3247636.81829726
570,5076014.2936506
571,5575162.31150451
572,4061510.56328719
573,4530221.39273596
574,4172962.19511715
575,3318799.46419934
576,7438746.68789273
577,3661306.72732593
578,4030636.43811926
579,4576294.00402796
580,3616896.51484241
581,4418426.92976043
582,4887017.0721609
583,3714440.86958635
584,4777928.88409042
585,3819344.34853156
586,3843380.95800867
587,4730898.3278126
588,4848555.60480155
589,4193327.29899738
590,3522279.5235288
591,4393608.19871926
592,4143578.39478188
593,2982624.69178657
594,3952943.58645045
595,3666437.41636067
596,3209036.66193453
597,2860823.80548327
598,4582993.33825221
599,7113871.10231345
600,5763449.90798366
601,5073055.497488
602,4239967.534175
603,2717755.03011424
604,2701724.98188061
605,2884401.11074742
606,2902558.49479788
607,3822449.4168343
608,2684311.23409053
609,4942887.74734256
610,5819445.43376367
611,2383426.85282016
612,4721430.90490423
613,4935599.16448879
614,5096551.34761783
615,2623063.03369444
616,5235366.3130983
617,5125694.83389477
618,6183135.09598877
619,4718845.45813218
620,4895250.39986663
621,5301120.08292973
622,4633756.31561879
623,4581128.12664279
624,2456329.17033472
625,4757792.85781332
626,4811761.75765004
627,4983811.49771674
628,4153624.12113975
629,3477741.6016627
630,5350526.34087865
631,4468088.19001345
632,4834734.65181095
633,5790490.08168024
634,2603908.9409957
635,3017633.551812
636,4866983.81851341
637,4330560.44546898
638,3170477.76138311
639,4430551.54354433
640,5614094.06413129
641,4320431.64014605
642,2854047.53917856
643,4306830.61545338
644,4762720.6786344
645,3501348.57803938
646,4378318.28962228
647,4375770.37880712
648,2706087.39440499
649,3444746.66126883
650,3483992.72313224
651,4162672.88074145
652,6006984.04118265
653,4110195.51145689
654,3264401.87211427
655,4734470.81130707
656,4134790.02986027
657,4310221.48227742
658,5132774.42566132
659,4264998.12990516
660,5155965.7139173
661,5580834.29930772
662,4687670.97797549
663,4322020.74938705
664,4423933.80198342
665,3420094.04811073
666,6335928.81775799
667,3362754.01460289
668,4130052.63973484
669,4017153.5582045
670,4854448.76224721
671,5130588.54654865
672,3076870.17762612
673,4466956.37953098
674,4368481.67946019
675,3149555.76435916
676,3991605.64130107
677,3195726.23469084
678,4004799.64227364
679,4928674.66740617
680,3892012.97573653
681,4793458.02456069
682,3556092.97325354
683,4759819.2096247
684,4755775.23076127
685,4983079.83614206
686,3218553.79775224
687,3056165.41838559
688,4648623.5708699
689,2963318.46609816
690,4240490.96392961
691,3261953.77395231
692,3334956.18651746
693,3485388.86624399
694,2950011.4538961
695,3154372.90146937
696,4893283.74644544
697,5066714.01561241
698,4046705.65484978
699,2662059.65782036
700,5009979.44967288
701,4002758.58064622
702,4489232.22603256
703,4451273.15467205
704,4891406.60638057
705,4785070.76061953
706,5160229.91924134
707,5455820.03024614
708,4551988.02224409
709,4464767.14981961
710,4138494.35904268
711,5092425.85138165
712,4397533.16123363
713,4077122.37209742
714,4553492.10870336
715,3936831.36270579
716,3484817.29439229
717,4565010.34538595
718,4719826.38684905
719,5262400.85917021
720,4656120.67886293
721,5142882.73317274
722,4368638.79284846
723,2617812.12314513
724,4531340.40057196
725,4548843.8399037
726,2851444.01273258
727,3578725.80918855
728,4282347.0524784
729,3335449.06919765
730,4830283.91518121
731,4471173.80390347
732,3024036.37562978
733,7390226.67561504
734,3601856.12372872
735,4887211.85870034
736,3093466.30468239
737,4672996.49779353
738,3119774.48307279
739,3769567.49863246
740,4805991.73836516
741,4264986.90031715
742,4428174.59419296
743,5264284.32167068
744,4745086.72751869
745,6003803.09557093
746,3133871.10150637
747,4910004.99367475
748,5173184.07426411
749,4776388.38611441
750,7002327.50912407
751,4044677.23330758
752,4033960.58313675
753,2270876.49097963
754,3822449.4168343
755,3549515.42834417
756,4865306.72672239
757,4222050.83493633
758,2805899.82689295
759,5159790.82371679
760,3608137.27625828
761,4224684.45045019
762,3048054.30649622
763,3488429.04124872
764,5131884.77414103
765,6493017.10281421
766,4754348.45836797
767,3000708.93997069
768,4293779.29367635
769,4712371.33875359
770,4219442.41781756
771,4397640.02213586
772,4034741.45998988
773,4115322.1090257
774,5010746.5306315
775,4566965.35289149
776,4134261.38159975
777,4912197.89023641
778,4738980.75288452
779,3969020.55083143
780,2737135.38031496
781,4581129.26558766
782,4721082.29213679
783,3279544.5394262
784,3836239.45016257
785,3177512.17880057
786,5261629.97790273
787,4386167.69671121
788,4714613.48035266
789,5206687.59762885
790,3384961.24378942
791,4827707.72289612
792,3961175.82608192
793,2789667.32725286
794,3812648.32001924
795,4358656.08332392
796,2885320.95737857
797,3426550.31363304
798,3820617.80293443
799,4194542.9631755
800,5024298.88882905
801,4900531.34166917
802,4575938.18724308
803,4192787.56192285
804,3692951.05674693
805,4486839.80535707
806,4933138.80654714
807,4786340.66218996
808,3709418.91099112
809,2414302.02105085
810,4686726.08698879
811,4309794.04396098
812,4690788.66991903
813,4237600.69336577
814,2594243.82333419
815,4670273.66254213
816,3585850.40279853
817,3326611.02240055
818,4482636.82119727
819,2863766.66628245
820,4555040.02436004
821,4598947.59027023
822,4907761.87099028
823,4876137.01896089
824,4337308.27754342
825,4029600.03259706
826,4329339.28000003
827,2682464.59529996
828,5029964.46284427
829,4631577.15220336
830,4918027.61504518
831,5756750.57042405
832,4862271.10488377
833,4884018.16019488
834,6496560.1400441
835,4123386.60850388
836,2292873.66335209
837,4052847.22751535
838,3995880.88851749
839,2325916.66256468
840,4209844.02188825
841,3368890.50224481
842,5954874.84127869
843,3964572.86983856
844,4409968.60109879
845,4483519.78221147
846,4265510.70064557
847,4885465.61096648
848,3660810.22329962
849,3079907.75332784
850,3106122.21505928
851,4694797.02719415
852,4993821.48449088
853,3165520.55356129
854,3097546.82329957
855,3570050.86261427
856,4192608.54635328
857,4448445.31814291
858,3106500.37041887
859,4625522.89962874
860,3799809.90917483
861,5418050.7908211
862,3100047.44290462
863,4029895.50393075
864,6878384.81911535
865,4982513.4990416
866,4024411.46678299
867,2967506.74555592
868,5300540.84453345
869,4610307.8659052
870,2267752.07795753
871,4785001.58470587
872,4357074.10085488
873,5275316.43089754
874,4777279.22959075
875,2778225.0353685
876,2645462.45393018
877,5190629.3537252
878,3599002.27391428
879,4666745.1108353
880,3609017.76895241
881,4391044.7233099
882,4873612.74381605
883,3907759.21724424
884,4662843.58180027
885,5658970.86367641
886,3880996.99533502
887,5178634.84144298
888,2988684.73740826
889,4362347.01731221
890,3469078.98638035
891,3836497.43914882
892,5155852.15495106
893,3408474.33539962
894,4406836.46100315
895,4445941.57815762
896,4702335.73475351
897,4103993.53113118
898,4678996.92195736
899,6278282.33063083
900,3690562.44424853
901,6237162.8728897
902,4548200.44047495
903,4247000.40541304
904,2786697.97310401
905,3989685.25118164
906,3566042.02595475
907,4563938.64840321
908,4463867.81008239
909,3918322.35147256
910,4874032.34750943
911,4891345.10004521
912,4865306.72672239
913,3481950.85610185
914,3669466.03825301
915,5342763.38377897
916,2184948.5649335
917,4320854.09796385
918,3139783.17587863
919,4109741.38154438
920,4036763.02925264
921,3271185.06849081
922,4617854.19296115
923,4484990.73019496
924,4604729.76402462
925,4853815.58335118
926,5556987.66136769
927,3924734.52304313
928,4983593.69522121
929,4032243.83599142
930,4652819.33757271
931,2724373.91890754
932,4787443.7981971
933,4922206.99008134
934,4597302.03002336
935,4154380.80121164
936,2945496.15121056
937,4211545.89109941
938,3220300.71905754
939,5086246.10420689
940,4684015.4225924
941,4578870.10404582
942,4570006.96175136
943,4980002.20710851
944,5620700.70926632
945,2244425.91183984
946,5328082.35893527
947,4328871.8050339
948,4765552.03033991
949,3643654.46918972
950,4553656.07650969
951,4412292.62643863
952,3013576.71773916
953,4210568.35650791
954,5008016.17448284
955,4637177.70278035
956,4218291.03669376
957,4872916.50079321
958,5942776.30399357
959,4722905.23209431
960,4740512.2498334
961,5162637.44709273
962,4787576.78861137
963,4663192.14551157
964,5418514.97477307
965,3103943.47161546
966,5058991.61480235
967,5884171.64773226
968,3590744.0276685
969,2850474.32823475
970,3822201.04995762
971,3787621.21493038
972,2928026.19694276
973,3064637.25924119
974,3282694.58231362
975,3496294.85081899
976,2769346.79656612
977,4757180.58514334
978,4136515.93469608
979,5939087.00386392
980,5596400.39442217
981,2343650.23701206
982,4416939.02490959
983,4728603.8346455
984,5708049.08623853
985,4194623.86508783
986,2784468.85888842
987,4715259.4118545
988,4343737.14578648
989,4334345.40166909
990,5564739.92419767
991,2308495.45817229
992,4225548.47757991
993,4630347.86684723
994,4588087.87643286
995,3023134.58265284
996,3682960.64376366
997,5460995.72114591
998,3323186.14800331
999,4681544.47012195
1000,4374545.0134269
1001,3585586.04540942
1002,4082462.72491687
1003,4613751.92580672
1004,5163289.43096437
1005,4425488.95019451
1006,5704072.52464091
1007,3616216.8127305
1008,2901127.6368966
1009,3715769.49508052
1010,4409942.10018591
1011,5335467.42434318
1012,4607498.53816993
1013,4658796.29120414
1014,4519827.20396216
1015,4974561.37794714
1016,5147645.4629464
1017,4077400.4696131
1018,4076684.4496854
1019,3567522.12071686
1020,4702931.95947939
1021,4633783.48227408
1022,4134305.52035361
1023,2767577.50274464
1024,4746642.30229209
1025,4657462.91727537
1026,4279042.29510889
1027,3626739.43456476
1028,4919015.73327966
1029,3875098.8210539
1030,5275848.50136412
1031,3919890.29317896
1032,2934529.72134438
1033,5578412.80885808
1034,5689812.71496705
1035,4238823.33993844
1036,4091137.77246487
1037,4612657.62249794
1038,4802626.38498537
1039,4399993.27144676
1040,4189008.5123004
1041,3007651.24861672
1042,2265084.85779081
1043,4289220.55818892
1044,4720591.19553381
1045,4842835.35203029
1046,4786846.23693129
1047,6294016.15351912
1048,4453743.12335125
1049,4241430.18369372
1050,4897182.1626612
1051,3155719.80084371
1052,3984853.3202372
1053,3452427.4277479
1054,5234820.40911568
1055,2688599.85101934
1056,5806603.23738302
1057,5214412.36931304
1058,2666741.06700835
1059,4344208.10634823
1060,5336434.7794912
1061,4826519.58217837
1062,4747535.49267194
1063,4887124.11621606
1064,5233473.6914756
1065,3179148.67934109
1066,5238408.42633179
1067,4649983.59110419
1068,4748990.54646816
1069,4156227.52846916
1070,4487024.3200739
1071,4339776.21712185
1072,4759819.2096247
1073,4917481.04296444
1074,4761937.2013
1075,3161392.77917036
1076,4320242.87533205
1077,4308777.08925974
1078,3519730.77116518
1079,5961944.76194814
1080,3424036.79247962
1081,4561246.87153809
1082,3369367.12306839
1083,4565412.05751023
1084,3668516.02539957
1085,2261235.43951436
1086,4999497.06318936
1087,3719719.07598098
1088,4009009.99161944
1089,3726096.14618005
1090,5398532.80033997
1091,3009671.6114946
1092,4546625.57691581
1093,4399338.50809853
1094,3994706.51167246
1095,3685296.31509701
1096,2289066.09172174
1097,4454316.2028104
1098,2823531.04992362
1099,4473821.88962294
1100,3193168.54185714
1101,4503496.49056173
1102,3872044.55234278
1103,4322239.29977449
1104,5038474.3471412
1105,4616330.47167794
1106,3164876.29612424
1107,6063321.27369177
1108,5481633.6787933
1109,4239562.1599508
1110,4179584.00272414
1111,4734209.19248957
1112,4478694.73122844
1113,3185572.66341605
1114,4449781.18938095
1115,2833813.67548171
1116,3377727.18790469
1117,5355670.11694222
1118,5013949.40358298
1119,3074193.76921269
1120,3799866.01792125
1121,2227855.74852211
1122,5839811.56126875
1123,3252957.14288104
1124,3194779.85865221
1125,4569717.40016688
1126,4863087.29020386
1127,2864436.35538133
1128,4215386.75111601
1129,4540039.8333545
1130,4916995.0232998
1131,5947881.42766338
1132,3698511.92834518
1133,2935621.72747718
1134,4393065.54204505
1135,3039151.22606507
1136,4716643.22009685
1137,2743358.41208449
1138,4826348.83274242
1139,5234277.51384814
1140,4414361.56454992
1141,4366322.38141924
1142,4718741.4386712
1143,4419336.72650787
1144,3094992.79980041
1145,4556895.59938219
1146,4060094.9971442
1147,6098613.35117543
1148,4457032.62541657
1149,5595341.68071769
1150,4235041.47878559
1151,2257655.12492188
1152,3563000.97205773
1153,4992135.8809431
1154,3910180.96893908
1155,3571905.94109293
1156,4090134.95284319
1157,4777685.14593524
1158,5606735.34713949
1159,4096872.94441435
1160,4651523.76878413
1161,4506409.03191982
1162,4899008.27388252
1163,3534791.56335312
1164,4394923.14765802
1165,3948227.2475865
1166,5130922.44050492
1167,4431678.93891199
1168,2681440.43964288
1169,4894799.70001759
1170,4079889.83266868
1171,3668738.1185729
1172,2220829.59849397
1173,4307362.35332684
1174,3822449.4168343
1175,5027400.11023843
1176,4596942.37161378
1177,4559651.77702888
1178,4312753.40153666
1179,4366460.15764873
1180,4365350.79194788
1181,4931571.60845818
1182,5954991.58009163
1183,2796686.88040516
1184,3295392.26494187
1185,3210160.54652382
1186,5388773.47002583
1187,4268409.20421959
1188,4843877.83120058
1189,5248548.86961324
1190,5083817.93365954
1191,5296507.54870446
1192,3935990.76683415
1193,3466346.27947029
1194,4562999.52906658
1195,4857804.63595298
1196,4110169.0220246
1197,3095222.33485194
1198,3829493.45688474
1199,4180784.31326156
1200,6548761.00744983
1201,4165850.47831566
1202,3095145.30885858
1203,3242724.55045046
1204,3056372.20847314
1205,2910967.09791936
1206,6072493.66916595
1207,4471119.55199378
1208,4374848.95892163
1209,4422474.2782206
1210,3193001.3932337
1211,3846928.43317358
1212,3766863.62462469
1213,5567126.20338671
1214,4436569.10608633
1215,3408635.03124336
1216,4146950.32401893
1217,3272682.69761476
1218,3007651.24861672
1219,4278977.53523148
1220,3864200.15903661
1221,4810407.03265813
1222,6270900.79691869
1223,4441717.01421237
1224,4423924.9859998
1225,5449658.18176801
1226,3568749.00184865
1227,5039860.20633015
1228,4803089.6072483
1229,4738961.74508904
1230,4974267.29813572
1231,4251668.27562106
1232,2762356.70537038
1233,4830653.31037738
1234,4223563.42086324
1235,4184879.67361113
1236,3149454.77060798
1237,3318896.92438592
1238,4364942.57663787
1239,4402769.47853614
1240,4168440.72486781
1241,3427017.90457642
1242,5567988.43080703
1243,4794468.3630646
1244,4833237.82251422
1245,3069570.03214416
1246,4062135.97804087
1247,4933573.20592616
1248,2422896.50342889
1249,5470091.61763672
1250,4432994.62987752
1251,4540012.84138369
1252,3171497.09039938
1253,4880198.09683369
1254,3463882.87006419
1255,3634959.37464488
1256,4486924.17665016
1257,3664270.40874044
1258,5330827.53509904
1259,4016298.99685504
1260,4473117.50972022
1261,4688136.40580735
1262,4354705.1991088
1263,3019283.40749607
1264,4927897.50456147
1265,3542907.13854273
1266,4075494.97850705
1267,5718457.70403373
1268,3335790.42536317
1269,3557624.56727598
1270,3604551.98708046
1271,4750951.31447029
1272,5043250.29292409
1273,3078876.91391065
1274,2821127.91055896
1275,4696140.66740468
1276,3235378.2295449
1277,3136711.76697447
1278,4200555.73619042
1279,3822449.4168343
1280,4307060.42363552
1281,4410303.90414273
1282,5045980.45236395
1283,2668701.58985763
1284,5664197.77073223
1285,4704608.69261929
1286,2271178.26758967
1287,4336784.83774858
1288,3684099.08187609
1289,2712495.75131118
1290,3187994.2424777
1291,3204244.97492032
1292,5149435.7665786
1293,5774418.18723112
1294,4621377.89441703
1295,4873326.37042951
1296,5038225.34223747
1297,4719563.0875476
1298,3081027.89193857
1299,3856360.25882114
1300,5282796.76780806
1301,3672497.21947312
1302,4523677.11719268
1303,4371695.90573843
1304,2832943.04642618
1305,4933164.03310206
1306,4750879.61084974
1307,5183013.20599282
1308,6044269.42680734
1309,3816608.14691274
1310,5181938.39197421
1311,4650171.72134068
1312,2797373.88174737
1313,5269790.97045556
1314,3581194.40843604
1315,5026062.07510392
1316,4610347.98958062
1317,5006513.99916894
1318,4907574.27955617
1319,4969525.95510122
1320,5018580.68367569
1321,4956099.32666354
1322,5133093.71274752
1323,3944190.27256921
1324,4547637.47502252
1325,3028552.52494968
1326,3367648.11912452
1327,4994643.15113906
1328,4584512.35700681
1329,4753789.80000564
1330,6350906.41992461
1331,3978007.34839454
1332,4284947.53842429
1333,3202414.87453436
1334,4050759.48797445
1335,3704099.81887811
1336,2695006.01141641
1337,4895021.66131477
1338,2670583.41699297
1339,2940253.25746839
1340,3991130.0806949
1341,6330534.14332188
1342,3570716.42635357
1343,2367104.21073271
1344,6622798.17016689
1345,2575174.42541703
1346,4447878.31026461
1347,3214138.30734805
1348,4941173.161445
1349,4193961.88858282
1350,5021421.91217227
1351,5047676.56338556
1352,4320743.32459953
1353,4895052.96324658
1354,3016887.13101669
1355,2714189.90101747
1356,4832573.5790477
1357,3272413.07017789
1358,5017137.92228945
1359,3336326.35183099
1360,4516857.08973485
1361,5890346.88285662
1362,4586716.28874388
